State,Year,Deaths,Population,Crude_rate,Drug_death,Alcohol_death,Other_death
West Virginia,2002,21016,1805414,1164.1,237,128,20651
West Virginia,2003,21306,1812295,1175.6,279,155,20872
West Virginia,2004,20793,1816438,1144.7,347,134,20312
West Virginia,2005,20780,1820492,1141.4,197,112,20471
West Virginia,2006,20672,1827912,1130.9,378,137,20157
West Virginia,2007,21086,1834052,1149.7,405,165,20516
West Virginia,2008,21557,1840310,1171.4,468,132,20957
West Virginia,2009,21386,1847775,1157.4,235,141,21010
West Virginia,2010,21275,1852994,1148.1,520,139,20616
West Virginia,2011,21867,1855364,1178.6,645,168,21054
West Virginia,2012,21915,1855413,1181.1,576,170,21169
West Virginia,2013,21843,1854304,1178,583,160,21100
West Virginia,2014,22186,1850326,1199,646,195,21345
West Virginia,2015,22752,1844128,1233.8,750,193,21809
Wisconsin,1999,46672,5332666,875.2,237,356,46079
Wisconsin,2000,46461,5363675,866.2,278,395,45788
Wisconsin,2001,46628,5406835,862.4,297,391,45940
Wisconsin,2002,46981,5445162,862.8,364,380,46237
Wisconsin,2003,46177,5479203,842.8,433,417,45327
Wisconsin,2004,45600,5514026,827,483,417,44700
Wisconsin,2005,46709,5546166,842.2,561,468,45680
Wisconsin,2006,46153,5577655,827.5,642,424,45087
Wisconsin,2007,46241,5610775,824.1,639,489,45113
Wisconsin,2008,46815,5640996,829.9,622,463,45730
Wisconsin,2009,45697,5669264,806,641,469,44587
Wisconsin,2010,47308,5686986,831.9,635,500,46173
Wisconsin,2011,48410,5711767,847.5,712,506,47192
Wisconsin,2012,48384,5726398,844.9,714,557,47113
Wisconsin,2013,50026,5742713,871.1,874,584,48568
Wisconsin,2014,50291,5757564,873.5,874,630,48787
Wisconsin,2015,51264,5771337,888.3,894,638,49732
Wyoming,1999,4042,491780,821.9,21,60,3961
Wyoming,2000,3920,493782,793.9,27,64,3829
Wyoming,2001,4029,494657,814.5,25,57,3947
Wyoming,2002,4174,500017,834.8,36,76,4062
Wyoming,2003,4172,503453,828.7,37,60,4075
Wyoming,2004,3955,509106,776.9,64,67,3824
Wyoming,2005,4099,514157,797.2,45,64,3990
Wyoming,2006,4311,522667,824.8,64,88,4159
Wyoming,2007,4266,534876,797.6,68,88,4110
Wyoming,2008,4227,546043,774.1,74,89,4064
Wyoming,2009,4283,559851,765,63,65,4155
Wyoming,2010,4438,563626,787.4,88,80,4270
Wyoming,2011,4387,568158,772.1,88,91,4208
Wyoming,2012,4481,576412,777.4,99,107,4275
Wyoming,2013,4516,582658,775.1,99,105,4312
Wyoming,2014,4666,584153,798.8,112,103,4451
Wyoming,2015,4778,586107,815.2,99,152,4527
